name,rating,address,hours_today,website,phone,latitude,longitude,link,is_relevant
Citeureup sukamena,"5,0","Jl. Raya Bojongsoang No.1, Citeureup, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40257",,,,-6.9838797,107.6302487,https://www.google.com/maps/place/Citeureup+sukamena/data=!4m7!3m6!1s0x2e68e975f2fbfd6b:0x7a520065755485ce!8m2!3d-6.9838797!4d107.6302487!16s%2Fg%2F11scbm9t4d!19sChIJa_378nXpaC4RzoVUdWUAUno?authuser=0&hl=id&rclk=1,True
MABAIS TOUR HAJI UMROH,"5,0","Buah Batu Square, Blk. A No.10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287",Buka 24 jam,https://tourtravel.mabais.com/,0851-8300-5248,-6.9662991,107.6380844,https://www.google.com/maps/place/MABAIS+TOUR+HAJI+UMROH/data=!4m7!3m6!1s0x2e68e903a34af283:0x84952f133104d267!8m2!3d-6.9662991!4d107.6380844!16s%2Fg%2F11w3l0n_ms!19sChIJg_JKowPpaC4RZ9IEMRMvlYQ?authuser=0&hl=id&rclk=1,True
Cipto travel,"5,0","2J6H+C2G, Dayeuhkolot, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat 40258",,,,-6.988905,107.6276233,https://www.google.com/maps/place/Cipto+travel/data=!4m7!3m6!1s0x2e68e99f57bb6cd3:0x26f465b32e20370!8m2!3d-6.988905!4d107.6276233!16s%2Fg%2F11kqq5z3ls!19sChIJ02y7V5_paC4RcAPiMltGbwI?authuser=0&hl=id&rclk=1,True
Terminal Citeureup Dayaehkolot,"4,0","2J7H+P67, Citeureup, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat",,,,-6.985721,107.6280355,https://www.google.com/maps/place/Terminal+Citeureup+Dayaehkolot/data=!4m7!3m6!1s0x2e68e9006c12b041:0xaa2c9793d8480e7e!8m2!3d-6.985721!4d107.6280355!16s%2Fg%2F11y5q0s7kz!19sChIJQbASbADpaC4Rfg5I2JOXLKo?authuser=0&hl=id&rclk=1,True
Gptrans Holiday,"4,7","Griya Bandung Asri 2, Blk. E5 No.2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287",Buka 24 jam,,0877-0708-1984,-6.9705206,107.6507243,https://www.google.com/maps/place/Gptrans+Holiday/data=!4m7!3m6!1s0x2e68e9e334db8233:0x4468494b4021bb1c!8m2!3d-6.9705206!4d107.6507243!16s%2Fg%2F11l3r8dl05!19sChIJM4LbNOPpaC4RHLshQEtJaEQ?authuser=0&hl=id&rclk=1,True
Adul Project 2,"5,0","Jl. Grand Imperial No.8 Blok B6, Bojongsoang, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288",Buka 24 jam,https://instagram.com/angkutanbarangbandung?igshid=NTc4MTIwNjQ2YQ==,0815-2554-342,-6.989055,107.6468846,https://www.google.com/maps/place/Adul+Project+2/data=!4m7!3m6!1s0x2e68e91c660d55d5:0x12fb013fac78440e!8m2!3d-6.989055!4d107.6468846!16s%2Fg%2F11sv1xx023!19sChIJ1VUNZhzpaC4RDkR4rD8B-xI?authuser=0&hl=id&rclk=1,True
ABJ Express Bandung,"2,6","Jl. Cijagra No.17, Bojongsoang, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288",08.00–20.00,,0877-6323-7725,-6.9877271,107.6324865,https://www.google.com/maps/place/ABJ+Express+Bandung/data=!4m7!3m6!1s0x2e68e9a8617e3c51:0xfd92c8dbd1cc77fe!8m2!3d-6.9877271!4d107.6324865!16s%2Fg%2F11y7t9w5w9!19sChIJUTx-YajpaC4R_nfM0dvIkv0?authuser=0&hl=id&rclk=1,True
KPM Trans Buahbatu,"4,6","2JPQ+RCP, Jl. Terusan Buah Batu, Kujangsari, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40287",05.00–19.15,,0822-4082-7508,-6.9629112,107.6385662,https://www.google.com/maps/place/KPM+Trans+Buahbatu/data=!4m7!3m6!1s0x2e68e9bc48c36a55:0x9e2bd838143f6c59!8m2!3d-6.9629112!4d107.6385662!16s%2Fg%2F11rfr68v90!19sChIJVWrDSLzpaC4RWWw_FDjYK54?authuser=0&hl=id&rclk=1,True
Aragon travel,"4,0","Jl. Terusan Buah Batu No.259A, Kujangsari, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40287",05.00–20.00,http://www.aragontrans.com/,0811-1771-505,-6.9618957,107.6388528,https://www.google.com/maps/place/Aragon+travel/data=!4m7!3m6!1s0x2e68e9e6592275e3:0x2b0337a341d83a9e!8m2!3d-6.9618957!4d107.6388528!16s%2Fg%2F11qmn84kph!19sChIJ43UiWebpaC4RnjrYQaM3Ays?authuser=0&hl=id&rclk=1,True
Trijaya Trans - Bus Pariwisata,"4,8","Jl. Sriwijaya No.92, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253",08.00–17.00,https://trijayatrans.com/,0815-6006-620,-6.9441756,107.6127262,https://www.google.com/maps/place/Trijaya+Trans+-+Bus+Pariwisata/data=!4m7!3m6!1s0x2e68e84220c1be31:0xe4e890308680c688!8m2!3d-6.9441756!4d107.6127262!16s%2Fg%2F1pzvfgbcs!19sChIJMb7BIELoaC4RiMaAhjCQ6OQ?authuser=0&hl=id&rclk=1,True
