name,rating,address,hours_today,website,phone,latitude,longitude,link,is_relevant
Naz holiday tour and travel Bandung,"5,0","Jl. Parakan Saat No.49, RT.02/RW.06, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293",Buka 24 jam,,0821-1617-7707,-6.9257493,107.6691263,https://www.google.com/maps/place/Naz+holiday+tour+and+travel+Bandung/data=!4m7!3m6!1s0x2e68c3a6b5dc3a69:0xf738748bfa6de9e2!8m2!3d-6.9257493!4d107.6691263!16s%2Fg%2F11fk42752f!19sChIJaTrctabDaC4R4ult-ot0OPc?authuser=0&hl=id&rclk=1,True
Daytrans Cihampelas,"4,4","Jl. Cihampelas No.64c, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",05.00–20.30,http://www.daytrans.co.id/,0855-8556-767,-6.9018538,107.6045129,https://www.google.com/maps/place/Daytrans+Cihampelas/data=!4m7!3m6!1s0x2e68e6593a1a1acd:0x4603ebf78b7e2000!8m2!3d-6.9018538!4d107.6045129!16s%2Fg%2F1pzq5r7lv!19sChIJzRoaOlnmaC4RACB-i_frA0Y?authuser=0&hl=id&rclk=1,True
Maqdis Travel Bandung,"4,8","Metro Indah Mall Blok D No. 20, Jl. Soekarno-Hatta No.590, Sekejati, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286",08.00–16.00,https://maqdistravel.com/,(022) 7536272,-6.941497,107.658126,https://www.google.com/maps/place/Maqdis+Travel+Bandung/data=!4m7!3m6!1s0x2e68e81a18de840b:0x506ebf119c8a118!8m2!3d-6.941497!4d107.658126!16s%2Fg%2F1pzv3kjlt!19sChIJC4TeGBroaC4RGKHIGfHrBgU?authuser=0&hl=id&rclk=1,True
Sewa Bus Pariwisata Bandung | Hayu Piknik,"5,0","Jl. Kacapiring No.30 122, Kacapiring, Kec. Batununggal, Kota Bandung, Jawa Barat 40271",Buka 24 jam,https://hayupiknik.com/,0811-1115-8989,-6.918162,107.629073,https://www.google.com/maps/place/Sewa+Bus+Pariwisata+Bandung+%7C+Hayu+Piknik/data=!4m7!3m6!1s0x2e68e768d263c6d3:0x5b312054a81a9526!8m2!3d-6.918162!4d107.629073!16s%2Fg%2F11fs_jyzr3!19sChIJ08Zj0mjnaC4RJpUaqFQgMVs?authuser=0&hl=id&rclk=1,True
Jackal Holidays,"4,5","Jl. Soekarno-Hatta No.593, Kb. Kangkung, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40284",08.30–16.30,,(022) 7302244,-6.9444053,107.6430083,https://www.google.com/maps/place/Jackal+Holidays/data=!4m7!3m6!1s0x2e68e86b04b15893:0x33fc4a36f5fb5fbe!8m2!3d-6.9444053!4d107.6430083!16s%2Fg%2F1hm3bvwmw!19sChIJk1ixBGvoaC4Rvl_79TZK_DM?authuser=0&hl=id&rclk=1,True
Nata Tours,"4,0","Jl. Karapitan No.108, Cikawao, Kec. Lengkong, Kota Bandung, Jawa Barat 40261",08.30–21.00,,(022) 4212345,-6.9301138,107.6159246,https://www.google.com/maps/place/Nata+Tours/data=!4m7!3m6!1s0x2e68e8818134ca49:0xd1e62fed13b1ce91!8m2!3d-6.9301138!4d107.6159246!16s%2Fg%2F1pzwbfp5q!19sChIJSco0gYHoaC4Rkc6xE-0v5tE?authuser=0&hl=id&rclk=1,True
Qiblat Tour,"4,6","Jl. Tm. Cibeunying Sel. No.15, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",09.00–17.00,https://www.qiblattour.co.id/qiblat/tentangkami/,(022) 7271409,-6.9075276,107.6257144,https://www.google.com/maps/place/Qiblat+Tour/data=!4m7!3m6!1s0x2e68e7ca726aaaa5:0x52075b8aa9668f3b!8m2!3d-6.9075276!4d107.6257144!16s%2Fg%2F1hm4x3qm_!19sChIJpapqcsrnaC4RO49mqYpbB1I?authuser=0&hl=id&rclk=1,True
Rabbanitour Travel Umroh | Haji Plus Terbaik,"4,8","Jl. Kejaksaan No.37A, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",08.30–16.30,https://rabbanitour.travel/?source=google_bisnis,0822-8000-1799,-6.9184303,107.612044,https://www.google.com/maps/place/Rabbanitour+Travel+Umroh+%7C+Haji+Plus+Terbaik/data=!4m7!3m6!1s0x2e68e628d31c8445:0xe386b2ee4cefc7ac!8m2!3d-6.9184303!4d107.612044!16s%2Fg%2F1pzswgvsk!19sChIJRYQc0yjmaC4RrMfvTO6yhuM?authuser=0&hl=id&rclk=1,True
Magnus Wisata Tour & Travel,"4,3","JL Sukahaji, No. 129, Sukarasa, Sukasari, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",,,(022) 2006750,-6.8702197,107.592888,https://www.google.com/maps/place/Magnus+Wisata+Tour+%26+Travel/data=!4m7!3m6!1s0x2e68e6983351c85f:0x3420898c999afa6d!8m2!3d-6.8702197!4d107.592888!16s%2Fg%2F11b6dn4_pc!19sChIJX8hRM5jmaC4RbfqamYyJIDQ?authuser=0&hl=id&rclk=1,True
Safari Suci,"4,7","Jl. Taman Citarum No.11, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",08.30–16.30,http://www.safarisuci.co.id/,(022) 4205133,-6.9046587,107.6209482,https://www.google.com/maps/place/Safari+Suci/data=!4m7!3m6!1s0x2e68e64ad6a6b279:0xd375cd9296c671df!8m2!3d-6.9046587!4d107.6209482!16s%2Fg%2F1tsvw98c!19sChIJebKm1krmaC4R33HGlpLNddM?authuser=0&hl=id&rclk=1,True
Baraya Tour,"5,0","Gedung Lathifiyah, Jl. Cigadung Raya Timur No.137A, Cigadung, Cibeunying Kaler, Bandung City, West Java 40191",09.00–17.00,,0811-2208-780,-6.8835049,107.6327347,https://www.google.com/maps/place/Baraya+Tour/data=!4m7!3m6!1s0x2e68e7afb1d64db1:0x777f10ef267a0761!8m2!3d-6.8835049!4d107.6327347!16s%2Fg%2F11cjk23cd2!19sChIJsU3Wsa_naC4RYQd6Ju8Qf3c?authuser=0&hl=id&rclk=1,True
Wisata Bandung Offroad,"5,0","Jl. Puri Cipageran Indah 1 B.40, Cipageran, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 40511",Buka 24 jam,http://www.bandungoffroad.com/,0878-2932-0449,-6.8573471,107.5404505,https://www.google.com/maps/place/Wisata+Bandung+Offroad/data=!4m7!3m6!1s0x2e68e7ca25ad2e31:0x64539bdae4bd64dc!8m2!3d-6.8573471!4d107.5404505!16s%2Fg%2F11c6q7b7xg!19sChIJMS6tJcrnaC4R3GS95NqbU2Q?authuser=0&hl=id&rclk=1,True
Khalifah Tour,"4,7","Jl. Brigadir Jend. Katamso No.11, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",08.30–17.00,,0813-2000-8448,-6.9052135,107.6308074,https://www.google.com/maps/place/Khalifah+Tour/data=!4m7!3m6!1s0x2e68e7b7b6d543bf:0x434ad0906b77c620!8m2!3d-6.9052135!4d107.6308074!16s%2Fg%2F1tg97sf4!19sChIJv0PVtrfnaC4RIMZ3a5DQSkM?authuser=0&hl=id&rclk=1,True
Cheria Halal Holiday Bandung,"5,0","Jl. Rajamantri Kidul No.B.9, Turangga, Kec. Buahbatu, Kota Bandung, Jawa Barat 40236",09.00–17.00,,0819-3412-1791,-6.9443373,107.6304541,https://www.google.com/maps/place/Cheria+Halal+Holiday+Bandung/data=!4m7!3m6!1s0x2e68e98d6a6395a5:0x9416d2c0be5f60cb!8m2!3d-6.9443373!4d107.6304541!16s%2Fg%2F11t7x40x7r!19sChIJpZVjao3paC4Ry2BfvsDSFpQ?authuser=0&hl=id&rclk=1,True
Tiketux,"5,0","Jl. Purbasari 4 No.1, Cipageran, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 40511",Buka 24 jam,https://www.tiketux.com/,0818-0400-4028,-6.866641,107.5347632,https://www.google.com/maps/place/Tiketux/data=!4m7!3m6!1s0x2e68e43abd62b1f3:0xaaf93c6ba2bfe90a!8m2!3d-6.866641!4d107.5347632!16s%2Fg%2F11f08hvqhq!19sChIJ87FivTrkaC4RCum_oms8-ao?authuser=0&hl=id&rclk=1,True
Jackal Holidays Luxury Shuttle (Kiaracondong),"1,0","Jl. Kiara Condong No.473, Kb. Kangkung, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40275",Buka 24 jam,http://shuttle.jackalholidays.com/,(021) 50600678,-6.9440254,107.6421811,https://www.google.com/maps/place/Jackal+Holidays+Luxury+Shuttle+%28Kiaracondong%29/data=!4m7!3m6!1s0x2e68e9ce265390a5:0x8736102e31b780f7!8m2!3d-6.9440254!4d107.6421811!16s%2Fg%2F11dfqtv9wd!19sChIJpZBTJs7paC4R94C3MS4QNoc?authuser=0&hl=id&rclk=1,True
Areon Trans (Pasteur - Bandung),"4,6","Pajajaran Kecamatan Cicendo Jl.Dr.Djundjunan No.125,pajajaran, kec.Cicendo,kota Bandung, Jawa Barat Lantai LGISL-05B, Kota Bandung, Jawa Barat 40173",05.00–21.00,https://www.areontrans.co.id/,0813-8888-0031,-6.8928143,107.5844026,https://www.google.com/maps/place/Areon+Trans+%28Pasteur+-+Bandung%29/data=!4m7!3m6!1s0x2e68e7ebfcfb880b:0x1662020b2b9fff81!8m2!3d-6.8928143!4d107.5844026!16s%2Fg%2F11f5krysck!19sChIJC4j7_OvnaC4Rgf-fKwsCYhY?authuser=0&hl=id&rclk=1,True
Putra Mitra Tour,"5,0","JL. Cipedes Hegar I, No. 46 B Rt. 05 Rw. 03, Pajajaran Cicendo, Pajajaran, Bandung, Kota Bandung, Jawa Barat 40173",,,(022) 6079311,-6.8973366,107.5889326,https://www.google.com/maps/place/Putra+Mitra+Tour/data=!4m7!3m6!1s0x2e68e69692e714a5:0xc515a270cc4d3d66!8m2!3d-6.8973366!4d107.5889326!16s%2Fg%2F1pzt4vtp7!19sChIJpRTnkpbmaC4RZj1NzHCiFcU?authuser=0&hl=id&rclk=1,True
Bimex Tour,"5,0","Jl. Dipati Ukur No.23, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",09.30–15.30,http://www.bimextour.co.id/,0811-2233-523,-6.8959508,107.6162226,https://www.google.com/maps/place/Bimex+Tour/data=!4m7!3m6!1s0x2e68e6546deddd21:0xa6cf74330c8b0013!8m2!3d-6.8959508!4d107.6162226!16s%2Fg%2F1pzq003l7!19sChIJId3tbVTmaC4REwCLDDN0z6Y?authuser=0&hl=id&rclk=1,True
Pamitran Jaya,"4,7","Jl. Kiara Condong No.417, Kb. Kangkung, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40284",07.30–21.00,http://www.pamitranjayatravel.com/,(022) 7316262,-6.9371124,107.6425388,https://www.google.com/maps/place/Pamitran+Jaya/data=!4m7!3m6!1s0x2e68e86d7d08df5f:0x46e05d84b7a2fe5d!8m2!3d-6.9371124!4d107.6425388!16s%2Fg%2F1pzqkvhhd!19sChIJX98IfW3oaC4RXf6it4Rd4EY?authuser=0&hl=id&rclk=1,True
Putra Palem Tour & Travel,"5,0","Cs_WA.(0838, Jl. Taman Siswa No.3 38699056Jl, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,,(022) 7301147,-6.9284487,107.6200755,https://www.google.com/maps/place/Putra+Palem+Tour+%26+Travel/data=!4m7!3m6!1s0x2e68e8800e37af61:0x6dc1feba69118d89!8m2!3d-6.9284487!4d107.6200755!16s%2Fg%2F1pzrz2q7w!19sChIJYa83DoDoaC4RiY0Rabr-wW0?authuser=0&hl=id&rclk=1,True
Japantrips,"5,0","Jl. Jend. Sudirman No.346, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat 40182",09.00–17.00,,0811-2346-680,-6.9191235,107.591366,https://www.google.com/maps/place/Japantrips/data=!4m7!3m6!1s0x2e68e757646f8afb:0xcef6492e0d6d7597!8m2!3d-6.9191235!4d107.591366!16s%2Fg%2F11gyccb2nw!19sChIJ-4pvZFfnaC4Rl3VtDS5J9s4?authuser=0&hl=id&rclk=1,True
Exotic Java Trails,"4,5","Jl. Saturnus Utara XII No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286",08.30–17.00,,0813-9442-2121,-6.9505329,107.6654645,https://www.google.com/maps/place/Exotic+Java+Trails/data=!4m7!3m6!1s0x2e68e81fc240cfdd:0xc11c793776a9e19b!8m2!3d-6.9505329!4d107.6654645!16s%2Fg%2F11clg7m3yd!19sChIJ3c9Awh_oaC4Rm-Gpdjd5HME?authuser=0&hl=id&rclk=1,True
Alavia Tour,"5,0","Jalan PLN Jl. Babakan Dangdeur, Pasir Biru, Cibiru, Bandung City, West Java 40615",08.00–16.00,https://alaviatour.com/,0856-2495-7868,-6.9298452,107.7206041,https://www.google.com/maps/place/Alavia+Tour/data=!4m7!3m6!1s0x2e68c3d17529c02b:0x304836f1ee10f534!8m2!3d-6.9298452!4d107.7206041!16s%2Fg%2F11v0pqyc2h!19sChIJK8ApddHDaC4RNPUQ7vE2SDA?authuser=0&hl=id&rclk=1,True
Gema Raudhah,"5,0","Jl. L. L. R.E. Martadinata No.110, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",09.00–17.00,,0857-2357-5670,-6.909786,107.6255049,https://www.google.com/maps/place/Gema+Raudhah/data=!4m7!3m6!1s0x2e68e7cbb380502d:0x97c1594ffc5badcb!8m2!3d-6.909786!4d107.6255049!16s%2Fg%2F12hq1sssw!19sChIJLVCAs8vnaC4Ry61b_E9ZwZc?authuser=0&hl=id&rclk=1,True
Utixindo Tour & Travel,"5,0","Jl. Tubagus Ismail - Depan No.67, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",09.00–17.00,http://www.utixindo.co.id/,0877-2211-8624,-6.8838265,107.6154631,https://www.google.com/maps/place/Utixindo+Tour+%26+Travel/data=!4m7!3m6!1s0x2e68e6f92c67b2e9:0xb6e0dc18533b5008!8m2!3d-6.8838265!4d107.6154631!16s%2Fg%2F11c5fz5v9p!19sChIJ6bJnLPnmaC4RCFA7Uxjc4LY?authuser=0&hl=id&rclk=1,True
PT. SURYAPUTRA ANUGERAH (Sewa Bus Pariwisata Suryaputra),"5,0","Jl. Soekarno-Hatta No.269, Kb. Lega, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40235",08.00–17.00,https://suryaputra.co/,(022) 5203905,-6.9470921,107.5978346,https://www.google.com/maps/place/PT.+SURYAPUTRA+ANUGERAH+%28Sewa+Bus+Pariwisata+Suryaputra%29/data=!4m7!3m6!1s0x2e68e814641f8e91:0x5423747e1152caf8!8m2!3d-6.9470921!4d107.5978346!16s%2Fg%2F1tmmbl8v!19sChIJkY4fZBToaC4R-MpSEX50I1Q?authuser=0&hl=id&rclk=1,True
Sabana Coffee Adventure,"5,0","Jl. Permai 4 No.6, Mekar Rahayu, Kec. Margaasih, Kabupaten Bandung, Jawa Barat 40218",10.00–16.00,http://sabanacoffeeadventure.id/,,-6.9746092,107.5604008,https://www.google.com/maps/place/Sabana+Coffee+Adventure/data=!4m7!3m6!1s0x2e68efd44fa77681:0xdac23074f8b59cf7!8m2!3d-6.9746092!4d107.5604008!16s%2Fg%2F11fp8j6w5y!19sChIJgXanT9TvaC4R95y1-HQwwto?authuser=0&hl=id&rclk=1,True
Dunia Jalanjalan,"4,9","Jl. Cipedes Tengah No.57, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 12160",11.00–21.00,http://www.duniajalanjalan.com/,0856-1873-345,-6.8845269,107.590483,https://www.google.com/maps/place/Dunia+Jalanjalan/data=!4m7!3m6!1s0x2e69f1694c8c8075:0x10639753b4990c78!8m2!3d-6.8845269!4d107.590483!16s%2Fg%2F1tl5_h1p!19sChIJdYCMTGnxaS4ReAyZtFOXYxA?authuser=0&hl=id&rclk=1,True
Aragon Transport Dipatiukur,"4,7","Jl. Dipati Ukur No.83, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Buka 24 jam,https://aragontrans.com/,0811-2323-600,-6.8878252,107.6154558,https://www.google.com/maps/place/Aragon+Transport+Dipatiukur/data=!4m7!3m6!1s0x2e68e77d501c3f6f:0x1bcad5429b1ce6ce!8m2!3d-6.8878252!4d107.6154558!16s%2Fg%2F11tx5r_sjk!19sChIJbz8cUH3naC4RzuYcm0LVyhs?authuser=0&hl=id&rclk=1,True
CITY TOUR,"5,0","Alun alun bandung taman Jl. Cikapundung Barat, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40562",06.30–10.00,,0812-2426-1478,-6.9201453,107.6088192,https://www.google.com/maps/place/CITY+TOUR/data=!4m7!3m6!1s0x2e68fb4607c11887:0xe30ccfd5955cbf19!8m2!3d-6.9201453!4d107.6088192!16s%2Fg%2F11j23pw0gv!19sChIJhxjBB0b7aC4RGb9cldXPDOM?authuser=0&hl=id&rclk=1,True
BRILLIANT TOURS,"4,8","Cigunting, Mandalasari, Kec. Cikancung, Kabupaten Bandung, Jawa Barat 40396",08.00–22.00,https://brillianttoursbandung.com/,0882-2448-9363,-7.0102258,107.8304565,https://www.google.com/maps/place/BRILLIANT+TOURS/data=!4m7!3m6!1s0x2e68c7d398f6cf9d:0x665259a73b87ab68!8m2!3d-7.0102258!4d107.8304565!16s%2Fg%2F11txdkh8yq!19sChIJnc_2mNPHaC4RaKuHO6dZUmY?authuser=0&hl=id&rclk=1,True
